Rank,Exam_Score,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Teacher_Quality
5657,63,15,70,No,9,1,Medium
5657,63,21,65,No,9,1,Medium
5657,63,16,62,Yes,7,2,Medium
5657,63,14,65,No,5,1,Medium
5657,63,13,62,No,7,4,Low
5657,63,16,61,No,8,2,High
5657,63,10,87,Yes,6,0,Medium
5657,63,21,60,Yes,8,0,Medium
5657,63,11,65,No,7,2,Medium
5657,63,15,83,Yes,5,1,Medium
5657,63,10,89,Yes,8,3,Medium
5657,63,9,79,No,7,1,Low
5657,63,7,86,No,9,2,Medium
5657,63,14,68,Yes,6,2,Medium
5657,63,20,81,Yes,6,0,Low
5657,63,17,63,No,4,2,Medium
5657,63,14,64,Yes,6,0,High
5657,63,10,71,Yes,7,2,High
5657,63,14,81,Yes,7,1,Medium
5657,63,12,77,Yes,8,2,High
5657,63,20,62,No,6,2,Medium
5657,63,13,70,No,5,0,High
5657,63,12,72,No,8,4,Medium
5657,63,27,72,No,4,0,High
5657,63,10,81,Yes,7,1,Medium
5657,63,12,82,No,9,0,Medium
5657,63,14,89,Yes,5,3,Low
5657,63,20,71,Yes,9,1,Low
5657,63,18,76,No,5,1,Low
5657,63,15,71,No,8,5,High
5657,63,24,65,No,7,1,High
5657,63,20,66,Yes,7,0,Low
5657,63,15,69,Yes,7,1,High
5657,63,7,77,No,9,2,High
5657,63,20,72,Yes,7,0,Medium
5657,63,17,81,Yes,5,0,Medium
5657,63,22,60,No,6,2,High
5657,63,17,61,Yes,6,0,High
5657,63,21,72,Yes,8,0,Medium
5657,63,16,72,Yes,6,0,Medium
5657,63,21,71,Yes,10,1,Medium
5657,63,20,72,No,8,0,Medium
5657,63,11,69,No,5,0,High
5657,63,16,67,Yes,8,0,Low
5657,63,18,71,No,7,1,Low
5657,63,25,64,Yes,6,2,Medium
5657,63,21,72,No,7,0,Medium
5657,63,7,74,No,9,3,Low
5657,63,14,69,No,8,1,High
5657,63,16,74,Yes,9,1,Medium
5657,63,12,70,No,5,2,Medium
5657,63,17,78,No,7,0,Low
5657,63,23,62,Yes,6,1,Medium
5657,63,18,66,No,6,0,Medium
5657,63,15,61,Yes,6,0,High
5657,63,22,65,Yes,10,1,
5657,63,14,69,Yes,6,2,Medium
5657,63,18,62,Yes,6,4,Medium
5657,63,23,63,No,8,2,Low
5657,63,20,68,Yes,7,0,Medium
5657,63,8,80,No,6,2,Medium
5657,63,21,65,Yes,8,1,Medium
5657,63,21,66,No,9,3,Medium
5657,63,17,74,No,9,1,High
5657,63,23,65,Yes,7,1,Medium
5657,63,19,75,No,7,0,Low
5657,63,18,74,Yes,7,0,Medium
5657,63,9,76,No,7,1,Medium
5657,63,13,73,Yes,7,1,Medium
5657,63,9,75,No,8,3,
5657,63,26,67,Yes,5,0,Medium
5657,63,17,63,No,9,1,High
5657,63,17,60,Yes,9,0,High
5657,63,19,62,No,6,3,Medium
5657,63,15,65,No,5,2,Medium
5657,63,17,65,No,5,2,Medium
5657,63,22,61,Yes,6,0,High
5657,63,17,60,Yes,8,0,High
5657,63,26,60,Yes,6,1,Medium
5657,63,20,60,Yes,4,2,Medium
5657,63,14,69,No,5,0,Medium
5657,63,21,61,No,4,2,Low
5657,63,19,70,Yes,9,2,Medium
5657,63,18,70,Yes,5,2,Medium
5657,63,14,62,Yes,6,0,
5657,63,21,76,No,6,2,Medium
5657,63,20,66,Yes,8,2,Low
5657,63,15,77,Yes,8,1,Medium
5657,63,16,67,No,7,2,Medium
5657,63,19,65,Yes,7,1,Low
5657,63,13,88,Yes,9,0,Medium
5657,63,13,79,Yes,6,2,Medium
5657,63,10,72,No,7,3,Medium
5657,63,17,74,Yes,8,1,Medium
5657,63,22,64,Yes,9,1,High
5657,63,23,64,Yes,6,1,Medium
5657,63,19,64,Yes,9,2,Medium
5657,63,20,60,Yes,8,1,Medium
5657,63,16,80,No,9,0,Medium
5657,63,20,65,No,7,3,Medium
5657,63,14,68,Yes,8,1,High
5657,63,12,72,Yes,7,0,Medium
5657,63,16,66,No,6,7,Medium
5657,63,18,63,No,7,2,High
5657,63,13,77,Yes,7,0,Low
5657,63,19,62,No,7,1,Medium
5657,63,22,70,Yes,5,1,Medium
5657,63,14,81,No,8,1,High
5657,63,10,79,No,8,1,Low
5657,63,18,64,Yes,6,0,Medium
5657,63,18,68,No,7,1,High
5657,63,11,79,No,8,1,Medium
5657,63,17,78,Yes,9,1,Medium
5657,63,13,66,Yes,6,2,Medium
5657,63,14,67,No,9,1,Medium
5657,63,18,67,Yes,7,2,Medium
5657,63,24,62,No,9,2,Medium
5657,63,7,75,Yes,7,0,Low
5657,63,15,60,Yes,7,4,High
5657,63,14,60,Yes,7,1,High
5657,63,12,75,Yes,8,1,Medium
5657,63,16,72,No,6,2,Low
5657,63,16,63,No,6,1,
5657,63,15,66,Yes,7,2,Medium
5657,63,12,65,Yes,4,0,High
5657,63,18,69,Yes,4,1,Low
5657,63,16,78,Yes,5,2,Medium
5657,63,24,62,Yes,8,0,Medium
5657,63,22,62,No,8,1,Low
5657,63,11,73,No,7,3,High
5657,63,12,82,No,5,0,High
5657,63,15,71,No,7,0,Medium
5657,63,17,68,No,9,2,Low
5657,63,18,66,Yes,6,1,Medium
5657,63,15,74,No,10,0,Medium
5657,63,17,73,Yes,9,2,Medium
5657,63,21,61,Yes,7,1,High
5657,63,19,69,Yes,9,2,Low
5657,63,13,67,Yes,6,0,Medium
5657,63,19,74,Yes,6,0,Medium
5657,63,13,65,No,7,2,High
5657,63,16,64,Yes,8,3,High
5657,63,13,83,No,5,4,Medium
5657,63,10,76,No,4,1,Low
5657,63,15,67,No,8,0,High
5657,63,11,88,Yes,7,1,Low
5657,63,12,77,Yes,6,2,Low
5657,63,3,83,Yes,7,2,High
5657,63,18,63,No,6,2,High
5657,63,5,88,No,7,3,Medium
5657,63,24,68,No,7,0,Low
5657,63,8,73,Yes,10,2,Medium
5657,63,15,67,Yes,7,0,Low
5657,63,15,66,No,9,3,Medium
5657,63,13,86,No,7,0,Medium
5657,63,22,61,Yes,5,2,High
5657,63,8,71,Yes,8,3,Medium
5657,63,15,65,Yes,5,0,High
5657,63,13,70,Yes,6,1,Medium
5657,63,12,68,No,6,5,High
5657,63,23,65,Yes,6,2,Medium
5657,63,19,67,No,7,1,
5657,63,20,60,Yes,6,2,Medium
5657,63,19,65,Yes,9,1,Medium
5657,63,17,64,No,7,5,Medium
5657,63,23,66,No,6,2,Medium
5657,63,9,70,Yes,8,1,Medium
5657,63,22,62,No,9,2,Medium
5657,63,18,64,Yes,8,1,Medium
5657,63,4,76,Yes,8,2,Medium
5657,63,18,73,Yes,7,1,Medium
5657,63,19,69,Yes,7,1,Medium
5657,63,25,70,No,9,2,Medium
5657,63,24,73,Yes,6,0,Medium
5657,63,18,71,Yes,7,0,Medium
5657,63,14,71,Yes,6,0,Medium
5657,63,15,64,No,9,2,Medium
5657,63,16,63,Yes,6,0,Medium
5657,63,22,62,Yes,8,0,Medium
5657,63,17,67,Yes,4,3,High
5657,63,7,92,Yes,4,0,Medium
5657,63,12,79,No,9,1,Medium
5657,63,29,64,No,9,0,High
5657,63,17,67,No,10,1,Medium
5657,63,17,66,No,6,2,Low
5657,63,15,69,No,9,1,
5657,63,24,71,No,8,2,Medium
5657,63,20,63,Yes,6,2,Medium
5657,63,8,66,Yes,8,0,Medium
5657,63,14,73,No,8,2,High
5657,63,19,63,Yes,8,0,Medium
5657,63,17,63,Yes,10,0,Medium
5657,63,23,62,Yes,5,1,Medium
5657,63,18,64,No,6,1,Medium
5657,63,21,63,No,7,2,Medium
5657,63,23,63,Yes,9,0,Medium
5657,63,12,66,Yes,7,2,Low
5657,63,15,73,No,5,1,High
5657,63,13,73,No,9,0,High
5657,63,21,62,No,9,1,Medium
5657,63,21,66,Yes,7,1,Medium
5657,63,8,80,Yes,6,1,High
5657,63,20,68,Yes,7,0,Low
5657,63,17,62,No,7,2,Medium
5657,63,15,64,No,6,3,Medium
5657,63,13,66,Yes,9,3,Medium
5657,63,16,86,Yes,5,0,Medium
5657,63,16,66,No,9,3,Low
5657,63,21,63,Yes,6,1,High
5657,63,14,68,No,6,1,Medium
5657,63,16,63,Yes,8,0,Medium
5657,63,16,77,Yes,7,1,High
5657,63,20,61,Yes,8,0,Medium
5657,63,17,70,No,7,1,Medium
5657,63,16,69,Yes,5,0,High
5657,63,18,65,Yes,8,1,Medium
5657,63,16,65,Yes,8,2,Medium
5657,63,6,69,Yes,10,1,Medium
5657,63,14,76,No,6,0,Medium
5657,63,9,76,Yes,9,1,High
5657,63,11,72,Yes,6,2,Medium
5657,63,23,69,Yes,8,1,Medium
5657,63,14,86,Yes,8,0,Medium
5657,63,12,89,Yes,6,1,High
5657,63,20,66,Yes,7,2,Medium
5657,63,18,62,Yes,7,1,Medium
5657,63,8,83,Yes,6,1,High
5657,63,11,84,Yes,7,0,High
5657,63,15,65,Yes,8,2,Medium
5657,63,17,75,No,5,0,Medium
5657,63,16,69,No,8,2,Medium
5657,63,8,73,No,8,0,High
5657,63,26,62,No,6,1,Medium
5657,63,23,64,Yes,6,0,Medium
5657,63,17,74,No,9,2,Medium
5657,63,23,63,No,7,1,Medium
5657,63,22,64,Yes,8,0,Medium
5657,63,16,62,No,6,0,Medium
5657,63,14,78,No,6,2,Medium
5657,63,20,71,Yes,9,1,Medium
5657,63,14,78,No,4,1,Medium
5657,63,16,60,No,7,3,High
5657,63,13,77,Yes,10,2,Medium
5657,63,26,62,No,6,1,Medium
5657,63,28,60,Yes,5,0,Medium
5657,63,11,83,No,7,3,Medium
5657,63,13,68,Yes,8,2,Low
5657,63,15,81,Yes,7,1,High
5657,63,10,72,Yes,6,0,Medium
5657,63,19,60,No,8,3,Low
5657,63,23,64,No,8,2,Medium
5657,63,20,68,No,9,1,Medium
5657,63,14,63,No,8,1,Medium
5657,63,12,71,No,8,2,Medium
5657,63,10,75,No,8,2,Medium
5657,63,18,62,Yes,7,2,Medium
5657,63,25,60,No,6,2,Medium
5657,63,9,80,Yes,4,1,Medium
5657,63,17,76,Yes,8,1,Medium
5657,63,19,61,Yes,10,1,Medium
5657,63,16,74,Yes,7,0,Low
5657,63,20,74,Yes,6,0,Medium
5657,63,13,87,No,10,2,Medium
5657,63,17,73,No,4,2,High
5657,63,24,73,Yes,5,1,Medium
5657,63,26,69,Yes,7,0,Medium
5657,63,15,64,No,5,2,Medium
5657,63,24,67,Yes,10,0,Medium
5657,63,12,72,Yes,6,3,Medium
5657,63,14,74,No,7,1,High
5657,63,16,78,No,7,0,High
5657,63,20,65,Yes,8,2,Medium
5657,63,19,61,No,10,3,Medium
5657,63,13,69,Yes,7,2,Medium
5657,63,22,71,Yes,8,1,High
5657,63,20,81,Yes,6,0,Medium
5657,63,20,64,Yes,9,0,High
5657,63,15,69,No,8,0,Medium
5657,63,17,69,No,10,1,Medium
5657,63,16,63,No,8,2,High
5657,63,13,64,Yes,5,2,Medium
5657,63,13,81,Yes,6,1,Medium
5657,63,12,74,Yes,6,0,Low
5657,63,18,73,No,5,1,High
5657,63,21,67,No,7,2,Medium
5657,63,22,61,Yes,6,1,Medium
5657,63,26,61,No,7,0,Medium
5657,63,22,60,No,7,1,High
5657,63,19,67,Yes,6,1,Medium
5657,63,15,69,Yes,6,2,High
5657,63,20,68,No,8,5,Low
5657,63,14,74,Yes,7,0,High
5657,63,8,67,Yes,7,0,High
5657,63,20,63,Yes,7,2,High
5657,63,12,70,No,7,0,Medium
5657,63,16,65,No,5,1,High
5657,63,16,64,No,7,2,High
5657,63,16,61,Yes,7,2,Medium
5657,63,18,61,Yes,6,0,Medium
5657,63,20,70,Yes,7,1,Medium
5657,63,20,63,No,7,3,High
5657,63,14,74,No,5,2,High
5657,63,20,81,No,6,0,Low
5657,63,27,60,No,8,1,Medium
5657,63,15,70,No,6,2,Low
5657,63,19,76,Yes,6,0,Medium
5657,63,24,74,Yes,9,1,
5657,63,17,69,Yes,7,1,Low
5657,63,18,67,Yes,7,1,Low
5657,63,19,76,Yes,10,1,Medium
5657,63,15,67,Yes,5,4,Medium
5657,63,22,61,No,5,0,Low
5657,63,17,66,Yes,7,0,Medium
5657,63,16,61,Yes,7,2,Medium
5657,63,19,63,Yes,6,3,Medium
5657,63,21,70,No,8,0,Medium
5657,63,14,68,No,5,1,Medium
5657,63,12,88,No,6,1,High
5657,63,19,79,Yes,9,1,Medium
5657,63,25,66,Yes,8,0,Medium
5657,63,9,67,Yes,8,3,High
5657,63,15,61,No,10,0,High
5657,63,15,65,Yes,6,2,Medium
5657,63,12,74,No,8,2,Medium
5657,63,21,63,Yes,6,3,High
5657,63,11,85,No,10,0,High
5657,63,11,75,No,7,2,High
5657,63,18,75,Yes,7,0,High
5657,63,20,63,No,7,2,High
5657,63,22,63,No,9,0,High
5657,63,15,80,Yes,7,1,Medium
5657,63,13,74,No,6,4,High
5657,63,21,70,Yes,7,1,Medium
5657,63,16,80,Yes,7,2,Medium
5657,63,10,88,No,9,1,Medium
5657,63,18,65,Yes,6,1,Medium
5657,63,16,61,No,4,3,High
5657,63,11,68,Yes,8,2,Medium
5657,63,12,64,Yes,9,1,High
5657,63,20,61,No,9,0,High
5657,63,27,61,No,5,1,Medium
5657,63,25,68,No,6,1,High
5657,63,13,70,Yes,7,1,Medium
5657,63,9,78,No,9,1,High
5657,63,13,79,No,5,2,Medium
5657,63,13,79,No,9,1,Medium
5657,63,18,68,Yes,8,0,Low
5657,63,11,67,No,8,3,High
6028,62,12,62,Yes,7,1,Medium
6028,62,11,73,No,5,0,Medium
6028,62,12,80,No,6,1,High
6028,62,21,70,No,6,1,Medium
6028,62,15,69,Yes,9,2,High
6028,62,8,82,No,4,1,Medium
6028,62,17,61,Yes,7,1,Medium
6028,62,9,72,Yes,10,1,Medium
6028,62,17,61,Yes,7,2,High
6028,62,14,62,Yes,7,0,Medium
6028,62,17,64,Yes,10,0,Medium
6028,62,11,78,Yes,8,0,
6028,62,24,63,No,6,0,Medium
6028,62,17,64,No,7,1,Medium
6028,62,11,83,Yes,6,0,Medium
6028,62,25,69,No,7,0,Low
6028,62,13,70,No,7,1,Low
6028,62,13,65,Yes,6,0,Medium
6028,62,17,65,No,7,0,Medium
6028,62,13,66,Yes,7,3,Medium
6028,62,19,66,No,6,2,Medium
6028,62,8,71,No,8,1,High
6028,62,22,63,Yes,4,0,Medium
6028,62,7,68,No,9,1,High
6028,62,11,75,No,8,3,Medium
6028,62,24,61,No,10,0,Medium
6028,62,14,66,Yes,5,1,Medium
6028,62,19,64,No,9,0,High
6028,62,14,70,Yes,9,1,High
6028,62,19,68,No,10,0,Medium
6028,62,14,61,Yes,7,3,High
6028,62,15,68,No,6,0,Medium
6028,62,16,61,Yes,8,0,High
6028,62,10,76,Yes,7,3,Medium
6028,62,14,69,No,6,3,Low
6028,62,19,61,No,7,0,High
6028,62,19,63,Yes,6,2,Medium
6028,62,14,77,No,7,1,High
6028,62,10,61,Yes,7,1,Medium
6028,62,5,73,Yes,6,1,Medium
6028,62,11,68,Yes,5,1,Medium
6028,62,7,62,Yes,7,3,Medium
6028,62,11,74,No,8,0,Medium
6028,62,19,69,No,7,0,Medium
6028,62,20,78,No,8,0,Medium
6028,62,22,63,Yes,7,1,Medium
6028,62,20,67,No,6,1,Medium
6028,62,16,66,Yes,7,2,Medium
6028,62,10,61,Yes,10,4,High
6028,62,16,68,Yes,4,1,Medium
6028,62,18,66,Yes,9,0,Medium
6028,62,12,72,Yes,6,0,Medium
6028,62,18,64,Yes,6,2,Medium
6028,62,20,71,No,8,0,High
6028,62,20,62,No,8,2,Medium
6028,62,17,62,Yes,7,0,High
6028,62,18,65,Yes,6,1,Medium
6028,62,18,63,Yes,7,2,Medium
6028,62,15,63,No,8,1,Medium
6028,62,4,80,Yes,8,4,High
6028,62,16,77,Yes,8,0,Medium
6028,62,19,65,Yes,10,0,Medium
6028,62,17,67,Yes,5,2,Medium
6028,62,22,64,No,7,1,Medium
6028,62,24,66,No,9,1,Medium
6028,62,14,64,Yes,6,0,Medium
6028,62,16,61,No,9,2,High
6028,62,19,66,No,7,1,Medium
6028,62,16,76,Yes,8,1,Medium
6028,62,11,76,Yes,7,1,Low
6028,62,20,61,No,7,1,Low
6028,62,7,82,Yes,8,0,Medium
6028,62,20,65,No,6,0,Medium
6028,62,9,74,No,7,1,High
6028,62,13,63,Yes,5,2,Medium
6028,62,12,73,No,5,1,Medium
6028,62,13,69,No,4,3,Low
6028,62,19,60,No,10,0,Medium
6028,62,21,74,Yes,7,1,Medium
6028,62,15,71,No,8,1,Medium
6028,62,13,70,No,8,2,High
6028,62,20,61,Yes,7,1,Medium
6028,62,26,61,Yes,5,0,Medium
6028,62,14,73,Yes,5,1,Medium
6028,62,17,77,No,9,0,High
6028,62,16,65,No,9,2,Medium
6028,62,24,63,No,8,1,Medium
6028,62,10,60,No,9,0,High
6028,62,18,64,Yes,10,1,Medium
6028,62,11,63,Yes,9,2,Medium
6028,62,17,61,No,7,0,Medium
6028,62,21,62,No,6,0,High
6028,62,24,72,Yes,9,0,High
6028,62,11,64,Yes,5,2,High
6028,62,17,68,Yes,10,1,Medium
6028,62,14,68,Yes,6,2,Medium
6028,62,20,62,Yes,9,0,Medium
6028,62,11,87,No,8,0,Medium
6028,62,17,71,Yes,6,2,Medium
6028,62,14,62,No,4,1,Medium
6028,62,8,72,Yes,5,3,Low
6028,62,16,75,Yes,5,0,Medium
6028,62,25,60,Yes,5,1,Medium
6028,62,3,85,No,8,2,Medium
6028,62,13,68,Yes,6,1,Medium
6028,62,14,67,No,7,1,Medium
6028,62,12,79,No,6,1,High
6028,62,17,64,No,9,2,High
6028,62,15,68,Yes,6,2,Low
6028,62,12,67,No,6,1,Medium
6028,62,13,67,Yes,6,1,High
6028,62,12,72,Yes,8,3,Medium
6028,62,13,60,Yes,7,2,Medium
6028,62,18,70,Yes,8,1,Medium
6028,62,16,61,No,8,1,High
6028,62,17,64,No,7,1,Medium
6028,62,24,60,No,7,1,High
6028,62,14,67,No,10,2,Medium
6028,62,10,64,No,8,1,Medium
6028,62,16,72,No,6,1,Medium
6028,62,15,60,Yes,5,2,High
6028,62,5,75,Yes,10,0,Medium
6028,62,2,84,No,8,3,Low
6028,62,15,61,No,7,1,Medium
6028,62,14,67,No,4,0,Medium
6028,62,19,61,No,7,2,Medium
6028,62,9,76,Yes,7,1,Medium
6028,62,11,63,No,7,3,Medium
6028,62,21,67,No,7,3,Medium
6028,62,19,61,Yes,8,1,Medium
6028,62,9,73,Yes,7,3,Medium
6028,62,19,64,Yes,8,1,Medium
6028,62,18,64,Yes,7,2,Low
6028,62,18,60,Yes,5,0,Medium
6028,62,13,62,Yes,6,3,High
6028,62,16,69,Yes,10,0,High
6028,62,9,65,Yes,9,1,Medium
6028,62,15,66,Yes,7,0,High
6028,62,7,80,No,9,3,Medium
6028,62,18,75,Yes,7,0,Medium
6028,62,14,75,No,10,2,Medium
6028,62,15,71,No,8,0,High
6028,62,12,71,Yes,8,1,High
6028,62,5,70,Yes,8,3,Medium
6028,62,16,66,Yes,8,1,High
6028,62,17,61,No,7,1,Medium
6028,62,10,73,Yes,8,1,High
6028,62,19,64,Yes,9,0,High
6028,62,15,62,No,8,1,Medium
6028,62,8,85,Yes,9,1,High
6028,62,17,62,Yes,6,2,High
6028,62,16,69,Yes,6,1,High
6028,62,17,61,No,7,1,High
6028,62,15,78,Yes,8,0,Medium
6028,62,12,74,Yes,8,1,Medium
6028,62,11,63,Yes,5,0,High
6028,62,19,65,Yes,8,0,High
6028,62,14,62,Yes,7,2,Medium
6028,62,19,62,Yes,6,0,High
6028,62,18,71,Yes,7,1,Low
6028,62,22,63,No,6,1,Low
6028,62,7,77,Yes,7,4,Medium
6028,62,21,60,No,8,0,Low
6028,62,12,75,No,8,1,High
6028,62,14,69,Yes,8,1,Medium
6028,62,20,70,No,7,0,Medium
6028,62,17,84,Yes,6,0,Medium
6028,62,16,62,No,8,2,High
6028,62,15,77,Yes,8,0,Medium
6028,62,12,70,Yes,7,1,High
6028,62,13,61,Yes,8,4,Medium
6028,62,12,74,Yes,8,1,Medium
6028,62,7,64,No,6,2,Low
6028,62,15,75,No,5,1,Medium
6028,62,16,71,Yes,6,0,High
6028,62,18,61,No,6,1,High
6028,62,22,67,Yes,8,0,High
6028,62,18,65,No,6,1,Medium
6028,62,13,69,No,7,1,Low
6028,62,9,77,Yes,7,1,High
6028,62,12,72,No,6,1,Medium
6028,62,19,61,No,6,1,Medium
6028,62,13,77,Yes,6,1,Low
6028,62,17,62,No,6,2,Medium
6028,62,18,65,Yes,6,0,High
6028,62,9,83,Yes,7,0,Medium
6028,62,13,63,No,6,0,Low
6028,62,21,63,Yes,7,1,Medium
6028,62,16,76,No,7,0,Medium
6028,62,20,64,Yes,6,0,Medium
6028,62,14,74,Yes,8,2,Low
6028,62,12,69,No,7,1,Medium
6028,62,10,77,Yes,10,1,Medium
6028,62,11,72,No,8,1,Low
6028,62,19,65,No,9,3,Medium
6028,62,17,60,Yes,5,1,Medium
6028,62,2,99,Yes,9,0,Medium
6028,62,12,65,Yes,6,1,Medium
6028,62,12,65,Yes,5,0,Medium
6028,62,20,72,Yes,6,1,Medium
6028,62,16,62,Yes,8,2,Medium
6028,62,5,84,Yes,7,1,High
6028,62,9,70,No,8,2,High
6028,62,13,64,Yes,7,1,Medium
6028,62,21,63,Yes,7,0,Medium
6028,62,15,63,Yes,7,4,Medium
6028,62,10,71,No,10,4,Medium
6028,62,14,65,Yes,5,3,High
6028,62,15,66,No,6,2,Medium
6028,62,14,62,Yes,7,2,Medium
6028,62,12,63,No,9,1,Low
6028,62,24,64,Yes,4,0,Medium
6028,62,22,60,No,7,3,Medium
6028,62,12,65,No,7,1,High
6028,62,15,68,No,6,3,Low
6028,62,12,81,Yes,5,0,High
6028,62,12,77,Yes,7,1,Medium
6028,62,25,62,Yes,8,0,Low
6028,62,19,72,Yes,8,0,Low
6028,62,9,73,Yes,6,0,High
6028,62,15,68,Yes,6,0,Medium
6028,62,19,62,No,7,0,Low
6028,62,11,66,Yes,7,3,High
6028,62,9,80,No,5,2,Medium
6028,62,8,60,Yes,9,0,High
6028,62,17,72,No,7,3,High
6028,62,17,65,No,9,0,Medium
6028,62,13,63,Yes,8,2,Medium
6028,62,26,67,No,8,0,Medium
6028,62,27,62,Yes,6,0,Medium
6028,62,10,66,No,7,0,High
6028,62,15,74,No,7,2,Medium
6028,62,16,67,Yes,5,2,Medium
6028,62,7,84,Yes,5,1,Low
6028,62,15,60,No,7,2,Medium
6028,62,9,66,No,9,3,Medium
6028,62,18,61,No,7,2,Medium
6028,62,20,62,Yes,6,1,High
6028,62,18,61,Yes,6,3,Medium
6028,62,16,62,No,7,3,Medium
6028,62,13,75,No,10,1,Medium
6028,62,15,62,No,8,2,Medium
6028,62,18,67,No,4,0,Medium
6028,62,17,62,No,8,2,Medium
6028,62,12,88,Yes,4,0,High
6028,62,21,62,No,6,2,High
6028,62,19,64,Yes,7,0,Medium
6028,62,19,67,Yes,8,0,High
6028,62,15,62,No,10,0,High
6028,62,12,72,Yes,6,0,Medium
6028,62,10,71,Yes,6,1,Low
6028,62,12,61,Yes,7,2,Medium
6028,62,18,60,No,5,2,Medium
6028,62,24,67,No,10,1,Medium
6028,62,20,77,No,6,1,Medium
6028,62,7,75,No,7,1,High
6028,62,7,79,Yes,9,0,Medium
6028,62,15,67,Yes,6,3,Low
6028,62,17,63,Yes,8,1,High
6028,62,16,62,No,7,1,High
6028,62,19,60,No,8,1,Low
6028,62,13,78,Yes,5,2,High
6028,62,8,73,Yes,4,0,High
6028,62,19,67,No,10,0,Medium
6292,61,19,64,No,8,2,Medium
6292,61,14,60,No,5,2,Medium
6292,61,13,72,No,6,1,Medium
6292,61,13,65,No,6,0,Medium
6292,61,13,69,Yes,9,0,Medium
6292,61,8,71,No,8,0,High
6292,61,1,69,Yes,6,1,Medium
6292,61,15,67,No,4,0,Medium
6292,61,16,64,Yes,9,1,Medium
6292,61,16,71,No,8,0,Medium
6292,61,15,66,No,6,1,Medium
6292,61,12,72,Yes,6,2,High
6292,61,14,62,Yes,8,3,Medium
6292,61,14,65,Yes,7,1,Medium
6292,61,20,61,Yes,8,0,Medium
6292,61,15,73,Yes,7,2,High
6292,61,12,64,Yes,6,0,Medium
6292,61,20,63,Yes,8,0,Medium
6292,61,10,62,No,7,3,Medium
6292,61,18,67,Yes,9,2,High
6292,61,9,64,No,5,1,Medium
6292,61,18,71,Yes,7,2,Medium
6292,61,13,70,No,10,1,Medium
6292,61,17,68,No,8,0,Medium
6292,61,10,68,No,6,1,Medium
6292,61,8,67,Yes,8,2,Medium
6292,61,16,66,No,6,2,High
6292,61,11,62,Yes,7,3,High
6292,61,14,75,Yes,8,0,Medium
6292,61,17,65,Yes,5,2,Medium
6292,61,12,63,No,5,4,Medium
6292,61,11,61,Yes,9,0,High
6292,61,8,73,Yes,6,1,Medium
6292,61,11,61,Yes,7,0,High
6292,61,11,62,Yes,4,2,Medium
6292,61,19,64,No,8,0,Medium
6292,61,17,61,Yes,7,2,Medium
6292,61,17,69,Yes,7,0,High
6292,61,20,61,Yes,6,1,High
6292,61,17,67,Yes,5,0,Medium
6292,61,14,64,No,8,1,High
6292,61,10,62,No,6,2,High
6292,61,19,69,No,7,1,Low
6292,61,12,65,No,8,1,High
6292,61,11,68,No,6,3,High
6292,61,20,64,Yes,8,1,Medium
6292,61,19,61,No,9,0,Medium
6292,61,21,63,No,8,0,Medium
6292,61,10,67,No,4,3,Medium
6292,61,15,66,No,7,2,High
6292,61,11,61,Yes,7,5,Low
6292,61,9,65,No,4,1,Medium
6292,61,9,77,No,7,2,Low
6292,61,14,63,No,8,0,Low
6292,61,11,82,No,6,2,Medium
6292,61,17,67,No,9,1,High
6292,61,15,64,Yes,8,0,Medium
6292,61,13,67,Yes,8,2,Medium
6292,61,13,66,Yes,6,2,Medium
6292,61,15,65,No,8,2,Medium
6292,61,8,64,No,7,0,Medium
6292,61,5,83,Yes,7,2,Medium
6292,61,19,65,No,9,1,Medium
6292,61,9,71,Yes,7,0,Medium
6292,61,24,61,No,8,1,Medium
6292,61,15,69,Yes,9,0,Medium
6292,61,16,60,Yes,8,0,Medium
6292,61,18,64,Yes,9,4,Medium
6292,61,14,60,Yes,9,3,High
6292,61,12,62,Yes,6,0,Medium
6292,61,9,75,No,7,2,Medium
6292,61,16,65,No,9,1,Medium
6292,61,14,63,Yes,8,1,Medium
6292,61,12,65,Yes,6,1,Medium
6292,61,27,67,No,6,0,Low
6292,61,7,69,Yes,6,0,High
6292,61,18,72,Yes,5,1,Medium
6292,61,13,65,No,5,1,Medium
6292,61,14,65,No,7,2,Medium
6292,61,14,62,No,9,1,Medium
6292,61,23,60,Yes,9,0,Medium
6292,61,21,62,Yes,7,0,Medium
6292,61,15,65,No,8,1,Medium
6292,61,15,70,No,8,0,Medium
6292,61,15,65,Yes,8,4,Medium
6292,61,12,70,Yes,8,2,High
6292,61,8,84,Yes,9,1,Medium
6292,61,9,74,No,6,3,Medium
6292,61,10,69,No,8,1,Medium
6292,61,15,65,Yes,7,3,Medium
6292,61,13,69,No,5,0,High
6292,61,11,64,Yes,8,2,Medium
6292,61,15,69,No,8,2,Medium
6292,61,9,77,No,7,3,Medium
6292,61,13,60,No,9,2,High
6292,61,10,73,Yes,9,5,Medium
6292,61,17,63,No,6,0,Medium
6292,61,9,69,Yes,7,1,Medium
6292,61,18,64,Yes,7,1,Medium
6292,61,21,70,No,7,0,Medium
6292,61,8,65,No,10,1,High
6292,61,15,61,Yes,8,1,Medium
6292,61,15,64,Yes,7,0,Medium
6292,61,17,71,Yes,10,0,Low
6292,61,3,78,No,8,2,Medium
